Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,Home Ownership_outlier,Annual Income_outlier,Annual Income_nan,Tax Liens_outlier,Number of Open Accounts_outlier,Months since last delinquent_nan,Bankruptcies_outlier,Bankruptcies_nan,Purpose_nan,Years of Credit History_outlier,Maximum Open Credit_outlier,Current Loan Amount_outlier,Current Credit Balance_outlier,Monthly Debt_outlier,Credit Score_nan,Years in current job_nan,Years in current job_1 year,Years in current job_10+ years,Years in current job_2 years,Years in current job_3 years,Years in current job_4 years,Years in current job_5 years,Years in current job_6 years,Years in current job_7 years,Years in current job_8 years,Years in current job_9 years,Years in current job_< 1 year,Tax Liens_0.0,Tax Liens_1.0,Tax Liens_2.0,Bankruptcies_0.0,Bankruptcies_1.0,Bankruptcies_2.0,Purpose_business loan,Purpose_buy a car,Purpose_buy house,Purpose_debt consolidation,Purpose_educational expenses,Purpose_home improvements,Purpose_major purchase,Purpose_medical bills,Purpose_moving,Purpose_other,Purpose_small business,Purpose_take a trip,Purpose_vacation,Purpose_wedding,Term_Long Term,Term_Short Term,Home Mortgage,Own Home,Rent,ID,years_cat,num_cat,credit_cat,CreditScoreTLB1,CreditScoreTLB2,CreditScoreTLB3,CreditScoreTBNT,AnIMoD
Home Mortgage,518225.0,10+ years,0.0,12.0,17.1,302346.0,1.0,32.0,1.0,debt consolidation,Short Term,172238.0,141265.0,8421.0,739.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5713,3,2,4,723.144128113879,724.25701839303,720.0370370370371,725.7162872154115,34764.416666666664
Rent,1965322.0,4 years,0.0,4.0,31.0,299046.0,0.0,32.0,0.0,debt consolidation,Short Term,223102.0,233472.0,20800.0,724.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5714,4,0,4,720.0188679245283,724.25701839303,722.7259506135434,729.2101616628175,142976.83333333334
Rent,1168386.0,4 years,0.0,5.0,18.5,575388.0,0.0,41.0,0.0,debt consolidation,Short Term,176946.0,412965.0,13463.0,731.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5715,3,0,4,723.6461538461539,728.72,722.7259506135434,729.2101616628175,83902.5
Home Mortgage,1150032.0,3 years,0.0,14.0,9.0,410762.0,0.0,32.0,0.0,debt consolidation,Short Term,133166.0,259673.0,22809.0,740.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5716,1,2,4,721.302380952381,724.25701839303,722.7259506135434,729.2101616628175,73027.0
Own Home,1168386.0,< 1 year,0.0,12.0,17.5,1252988.0,0.0,21.0,0.0,debt consolidation,Short Term,55946.0,373331.0,8882.0,731.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5717,3,2,4,723.144128113879,720.4255319148937,722.7259506135434,729.2101616628175,88483.5
Rent,691942.0,7 years,0.0,13.0,13.5,739354.0,0.0,32.0,0.0,debt consolidation,Short Term,222552.0,213275.0,14242.0,730.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5718,2,2,4,721.2881720430107,724.25701839303,722.7259506135434,729.2101616628175,43419.833333333336
Rent,1938190.0,2 years,0.0,11.0,13.6,275572.0,1.0,32.0,1.0,debt consolidation,Short Term,115016.0,58064.0,8916.0,748.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5719,2,2,4,722.4205202312139,724.25701839303,720.0370370370371,725.7162872154115,152599.83333333334
Home Mortgage,1168386.0,10+ years,0.0,8.0,11.5,478159.0,0.0,32.0,0.0,debt consolidation,Short Term,138094.0,48545.0,14130.0,731.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5720,2,1,4,723.6175548589341,724.25701839303,722.7259506135434,729.2101616628175,83235.5
Rent,1061834.0,10+ years,0.0,7.0,19.4,1347544.0,0.0,32.0,0.0,debt consolidation,Long Term,536492.0,629603.0,14069.0,720.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5721,3,1,4,723.1353996737357,724.25701839303,722.7259506135434,704.9185228604924,74417.16666666667
Home Mortgage,2891895.0,10+ years,0.0,14.0,26.6,1100462.0,0.0,12.0,0.0,debt consolidation,Long Term,535766.0,620597.0,21930.0,741.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5722,4,2,4,721.302380952381,722.0461538461539,722.7259506135434,704.9185228604924,219061.25
Rent,934534.0,< 1 year,0.0,12.0,15.9,326942.0,0.0,32.0,0.0,debt consolidation,Short Term,180356.0,253270.0,12694.0,715.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5723,3,2,4,723.144128113879,724.25701839303,722.7259506135434,729.2101616628175,65183.83333333333
Home Mortgage,2397097.0,3 years,0.0,10.0,26.1,575190.0,0.0,76.0,0.0,debt consolidation,Short Term,234806.0,348232.0,9369.0,721.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5724,4,1,4,720.5843293492696,725.304347826087,722.7259506135434,729.2101616628175,190389.08333333334
Rent,1939349.0,2 years,0.0,6.0,14.1,345224.0,0.0,32.0,0.0,debt consolidation,Short Term,330242.0,209323.0,44767.0,742.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5725,2,1,4,724.3789682539683,724.25701839303,722.7259506135434,729.2101616628175,116845.41666666666
Home Mortgage,1235741.0,10+ years,0.0,12.0,26.5,603702.0,0.0,7.0,0.0,debt consolidation,Long Term,628474.0,252871.0,26568.0,676.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5726,4,2,3,723.144128113879,719.828125,722.7259506135434,704.9185228604924,76410.41666666667
Rent,642105.0,10+ years,0.0,8.0,15.5,624052.0,0.0,32.0,0.0,debt consolidation,Short Term,250096.0,363793.0,16534.0,738.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5727,3,1,4,723.6175548589341,724.25701839303,722.7259506135434,729.2101616628175,36974.75
Rent,1168386.0,9 years,2.0,6.0,22.0,283118.0,2.0,81.0,0.0,debt consolidation,Long Term,526636.0,229843.0,16076.5,731.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5728,4,1,4,724.3789682539683,724.1052631578947,714.1052631578947,706.7,81289.0
Home Mortgage,1283735.0,10+ years,0.0,8.0,14.5,458832.0,1.0,32.0,1.0,debt consolidation,Short Term,437184.0,352279.0,13158.0,696.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5729,2,1,4,723.6175548589341,724.25701839303,720.0370370370371,725.7162872154115,93819.91666666667
Rent,673455.0,3 years,0.0,11.0,33.0,440792.0,0.0,30.0,0.0,debt consolidation,Short Term,178244.0,157605.0,8586.0,741.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5730,4,2,4,722.4205202312139,719.2452830188679,722.7259506135434,729.2101616628175,47535.25
Home Mortgage,1475198.0,8 years,0.0,10.0,24.9,478159.0,0.0,32.0,0.0,debt consolidation,Short Term,309573.0,1132286.0,17543.0,751.0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5731,4,1,4,720.5843293492696,724.25701839303,722.7259506135434,729.2101616628175,105390.16666666667
Home Mortgage,1168386.0,10+ years,0.0,14.0,30.7,789954.0,0.0,32.0,0.0,debt consolidation,Short Term,231286.0,558752.0,12738.0,731.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5732,4,2,4,721.302380952381,724.25701839303,722.7259506135434,729.2101616628175,84627.5
Home Mortgage,1529576.0,10+ years,0.0,8.0,31.1,537812.0,0.0,32.0,0.0,debt consolidation,Long Term,442772.0,418038.0,21924.0,702.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5733,4,1,4,723.6175548589341,724.25701839303,722.7259506135434,704.9185228604924,105540.66666666667
Rent,1168386.0,3 years,0.0,12.0,14.3,518584.0,0.0,32.0,0.0,debt consolidation,Short Term,515680.0,308598.0,20809.0,731.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5734,2,2,4,723.144128113879,724.25701839303,722.7259506135434,729.2101616628175,76556.5
Home Mortgage,2390675.0,10+ years,0.0,13.0,16.3,936298.0,0.0,32.0,0.0,debt consolidation,Long Term,664356.0,667907.0,16076.5,734.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5735,3,2,4,721.2881720430107,724.25701839303,722.7259506135434,704.9185228604924,183146.41666666666
Rent,1405905.0,4 years,0.0,19.0,14.8,436744.0,0.0,32.0,0.0,debt consolidation,Short Term,260458.0,170487.0,14996.0,747.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5736,2,3,4,723.1223021582733,724.25701839303,722.7259506135434,729.2101616628175,102162.75
Home Mortgage,1445501.0,10+ years,0.0,11.0,14.2,503448.0,0.0,32.0,0.0,debt consolidation,Short Term,218790.0,395675.0,23249.0,715.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5737,2,2,4,722.4205202312139,724.25701839303,722.7259506135434,729.2101616628175,97209.41666666667
Rent,2167178.0,8 years,0.0,10.0,27.5,1913538.0,0.0,32.0,0.0,debt consolidation,Short Term,777238.0,1388178.0,16076.5,680.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5738,4,1,3,720.5843293492696,724.25701839303,722.7259506135434,729.2101616628175,164521.66666666666
Home Mortgage,807861.0,3 years,0.0,9.0,12.1,503580.0,0.0,32.0,0.0,home improvements,Long Term,376640.0,232237.0,14353.0,710.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,5739,2,1,4,722.9917582417582,724.25701839303,722.7259506135434,704.9185228604924,52968.75
Rent,1287098.0,10+ years,0.0,5.0,17.3,197098.0,1.0,61.0,1.0,debt consolidation,Short Term,262988.0,115748.0,12656.0,734.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5740,3,0,4,723.6461538461539,719.9722222222222,720.0370370370371,725.7162872154115,94602.16666666667
Home Mortgage,1155048.0,10+ years,0.0,5.0,26.2,228140.0,0.0,71.0,0.0,debt consolidation,Short Term,236148.0,161557.0,13187.0,722.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5741,4,0,4,723.6461538461539,718.7,722.7259506135434,729.2101616628175,83067.0
Home Mortgage,773832.0,5 years,0.0,11.0,25.0,842094.0,0.0,13.0,0.0,debt consolidation,Short Term,301840.0,219640.0,17024.0,702.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5742,4,2,4,722.4205202312139,719.276923076923,722.7259506135434,729.2101616628175,47462.0
Home Mortgage,1534896.0,10+ years,1.0,8.0,16.8,531256.0,2.0,72.0,1.0,home improvements,Short Term,304920.0,128478.0,4515.0,704.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,5743,3,1,4,723.6175548589341,716.5833333333334,723.421052631579,727.9411764705883,123393.0
Rent,1515136.0,1 year,0.0,7.0,8.2,160072.0,0.0,32.0,0.0,debt consolidation,Short Term,438592.0,95798.0,13889.0,736.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5744,1,1,4,723.1353996737357,724.25701839303,722.7259506135434,729.2101616628175,112372.33333333333
Home Mortgage,2518659.0,10+ years,0.0,8.0,17.2,227414.0,1.0,32.0,1.0,debt consolidation,Short Term,265826.0,139441.0,25606.0,702.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5745,3,1,4,723.6175548589341,724.25701839303,720.0370370370371,725.7162872154115,184282.25
Home Mortgage,1578596.0,10+ years,0.0,9.0,17.4,152460.0,0.0,9.0,0.0,debt consolidation,Short Term,348172.0,70433.0,6262.0,688.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5746,3,1,3,722.9917582417582,727.4098360655738,722.7259506135434,729.2101616628175,125287.66666666666
Home Mortgage,756580.0,10+ years,0.0,10.0,19.0,229768.0,0.0,32.0,0.0,debt consolidation,Short Term,309573.0,97831.0,20869.0,739.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5747,3,1,4,720.5843293492696,724.25701839303,722.7259506135434,729.2101616628175,42179.333333333336
Rent,1783872.0,3 years,0.0,16.0,18.2,619828.0,0.0,53.0,0.0,debt consolidation,Short Term,215160.0,253745.0,20663.0,697.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5748,3,3,4,723.1924528301887,720.8823529411765,722.7259506135434,729.2101616628175,127993.0
Home Mortgage,1817502.0,8 years,0.0,12.0,15.3,1210396.0,0.0,32.0,0.0,home improvements,Long Term,309232.0,418133.0,23325.0,727.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,5749,3,2,4,723.144128113879,724.25701839303,722.7259506135434,704.9185228604924,128133.5
Own Home,1168386.0,9 years,0.0,12.0,19.9,1656314.0,0.0,32.0,0.0,debt consolidation,Short Term,193930.0,530689.0,14054.0,731.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5750,3,2,4,723.144128113879,724.25701839303,722.7259506135434,729.2101616628175,83311.5
Own Home,706876.0,< 1 year,0.0,16.0,8.0,524150.0,0.0,32.0,0.0,debt consolidation,Short Term,244992.0,216828.0,12370.0,702.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5751,1,3,4,723.1924528301887,724.25701839303,722.7259506135434,729.2101616628175,46536.333333333336
Home Mortgage,850041.0,10+ years,0.0,12.0,26.6,270138.0,0.0,62.0,0.0,debt consolidation,Short Term,268444.0,150936.0,18984.0,716.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5752,4,2,4,723.144128113879,725.4782608695652,722.7259506135434,729.2101616628175,51852.75
Home Mortgage,1168386.0,10+ years,0.0,6.0,17.0,285780.0,0.0,40.0,0.0,debt consolidation,Short Term,132990.0,211755.0,24962.0,731.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5753,3,1,4,724.3789682539683,722.4375,722.7259506135434,729.2101616628175,72403.5
Rent,973370.0,2 years,0.0,9.0,12.6,523094.0,0.0,31.0,0.0,debt consolidation,Long Term,382074.0,394383.0,18494.0,652.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5754,2,1,3,722.9917582417582,716.2352941176471,722.7259506135434,704.9185228604924,62620.16666666667
Home Mortgage,2733758.0,10+ years,0.0,5.0,19.6,310970.0,0.0,10.0,0.0,debt consolidation,Long Term,533126.0,270978.0,15765.0,687.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5755,3,0,3,723.6461538461539,716.8412698412699,722.7259506135434,704.9185228604924,212048.16666666666
Rent,654227.0,< 1 year,0.0,5.0,8.9,88308.0,0.0,32.0,0.0,debt consolidation,Short Term,309573.0,22876.0,6504.0,737.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5756,1,0,4,723.6461538461539,724.25701839303,722.7259506135434,729.2101616628175,48014.916666666664
Home Mortgage,777100.0,10+ years,0.0,8.0,10.0,430958.0,1.0,4.0,1.0,debt consolidation,Short Term,269940.0,35359.0,16967.0,723.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5757,1,1,4,723.6175548589341,720.4516129032259,720.0370370370371,725.7162872154115,47791.333333333336
Rent,2516531.0,2 years,0.0,10.0,15.4,842050.0,0.0,32.0,0.0,debt consolidation,Short Term,647526.0,437779.0,26004.0,738.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5758,3,1,4,720.5843293492696,724.25701839303,722.7259506135434,729.2101616628175,183706.91666666666
Home Mortgage,1168386.0,5 years,0.0,7.0,18.8,932822.0,0.0,3.0,0.0,other,Short Term,90244.0,709745.0,10733.0,731.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,5759,3,1,4,723.1353996737357,713.2333333333333,722.7259506135434,729.2101616628175,86632.5
Rent,863550.0,1 year,0.0,8.0,25.2,282040.0,1.0,8.0,1.0,other,Short Term,309573.0,131784.0,9355.0,728.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,5760,4,1,4,723.6175548589341,722.8235294117648,720.0370370370371,725.7162872154115,62607.5
Home Mortgage,1415462.0,3 years,0.0,9.0,19.3,1774542.0,0.0,32.0,0.0,debt consolidation,Long Term,550682.0,1241365.0,34443.0,740.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5761,3,1,4,722.9917582417582,724.25701839303,722.7259506135434,704.9185228604924,83512.16666666667
Rent,571254.0,1 year,0.0,7.0,8.6,189794.0,0.0,32.0,0.0,debt consolidation,Short Term,309573.0,76057.0,6874.0,726.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5762,1,1,4,723.1353996737357,724.25701839303,722.7259506135434,729.2101616628175,40730.5
Rent,863379.0,1 year,0.0,10.0,21.5,455334.0,0.0,17.0,0.0,debt consolidation,Short Term,119966.0,176168.0,5907.0,713.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5763,4,1,4,720.5843293492696,720.7586206896551,722.7259506135434,729.2101616628175,66041.25
Home Mortgage,1313242.0,< 1 year,0.0,25.0,15.8,750112.0,0.0,13.0,0.0,debt consolidation,Short Term,254694.0,277913.0,16306.0,725.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5764,3,4,4,723.9375,719.276923076923,722.7259506135434,729.2101616628175,93130.83333333333
Rent,1279745.0,5 years,0.0,10.0,13.1,227964.0,1.0,32.0,1.0,debt consolidation,Short Term,303006.0,103759.0,12371.0,721.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5765,2,1,4,720.5843293492696,724.25701839303,720.0370370370371,725.7162872154115,94274.41666666667
Home Mortgage,1164909.0,10+ years,0.0,8.0,15.0,356422.0,0.0,32.0,0.0,debt consolidation,Long Term,278696.0,169309.0,16503.0,732.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5766,2,1,4,723.6175548589341,724.25701839303,722.7259506135434,704.9185228604924,80572.75
Rent,1505256.0,2 years,0.0,11.0,10.7,479534.0,0.0,6.0,0.0,debt consolidation,Short Term,239646.0,227791.0,19192.0,742.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5767,2,2,4,722.4205202312139,721.15625,722.7259506135434,729.2101616628175,106246.0
Rent,541842.0,4 years,0.0,9.0,8.2,387728.0,0.0,32.0,0.0,debt consolidation,Short Term,211750.0,142994.0,9527.0,735.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5768,1,1,4,722.9917582417582,724.25701839303,722.7259506135434,729.2101616628175,35626.5
Rent,930943.0,2 years,0.0,9.0,7.8,478159.0,0.0,32.0,0.0,take a trip,Short Term,66352.0,29203.0,11171.0,709.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,5769,1,1,4,722.9917582417582,724.25701839303,722.7259506135434,729.2101616628175,66407.58333333333
Home Mortgage,2405400.0,10+ years,0.0,19.0,34.0,639694.0,0.0,31.0,0.0,debt consolidation,Long Term,713020.0,324311.0,44299.0,723.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5770,4,3,4,723.1223021582733,716.2352941176471,722.7259506135434,704.9185228604924,156151.0
